table_size,fifo
303,0.7411307551324444
304,0.7418366639241539
305,0.7425549382164038
306,0.7433588749616714
307,0.7440703392681165
308,0.7447909432923522
309,0.7454783934383278
310,0.7462131550646313
311,0.7469072359862589
312,0.7476262271191197
313,0.7483436053606057
314,0.7490378654923862
315,0.7498097236203103
316,0.7505183205643112
317,0.7511727960421796
318,0.7518283467809646
319,0.752473144910584
320,0.7531086241122601
321,0.753731020972785
322,0.7543708012181273
323,0.7551408672445238
324,0.7558299302818743
325,0.7565146922755586
326,0.7571955116458822
327,0.7578598436821522
328,0.7585352867478931
329,0.7591628807028479
330,0.7597824102009286
331,0.7603915455101494
332,0.7610775619749031
333,0.7617764815706551
334,0.7624037171053044
335,0.7631596255296332
336,0.7638651759010373
337,0.7644820172468266
338,0.7652730508610959
339,0.7661418616816614
340,0.7668664083292578
341,0.7674296658393729
342,0.7681524203854416
343,0.7692839532899489
344,0.7698984649037525
345,0.7706894985180216
346,0.7715050839232185
347,0.7723264040533036
348,0.7729575822113135
349,0.7739222704636041
350,0.7747758484211854
351,0.7755165239825299
352,0.7762364111661545
353,0.7769066571374654
354,0.7776415979739217
355,0.7792433783192633
356,0.7800136235558126
357,0.7807161273546198
358,0.7816784858749246
359,0.7829232795959743
360,0.7838704052532948
361,0.7848465629553618
362,0.7853811468410358
363,0.7869761172005726
364,0.7879716295991374
365,0.7885933096190512
366,0.7897909710699258
367,0.7904563783671124
368,0.7909909622527863
369,0.7918613859647268
370,0.7925551084660489
371,0.7939861015358131
372,0.7946640535436926
373,0.7953665573424998
374,0.7962644002078121
375,0.7969977281528935
376,0.797868868705445
377,0.7986020174403736
378,0.7992480700410625
379,0.7998830116122803
380,0.8005697449176449
381,0.8012623921580505
382,0.8026736721110114
383,0.8033460686041555
384,0.804031368228298
385,0.8045982099414681
386,0.8051544782556257
387,0.805879741743833
388,0.8067268681359151
389,0.8072506994124237
390,0.8078684368089768
391,0.8084583966318527
392,0.8089112606878694
393,0.8095911840074294
394,0.8101461978505176
395,0.8107601718338628
396,0.8119546075019879
397,0.8125051410912573
398,0.8161386269384042
399,0.8167172965216564
400,0.8177798335173523
401,0.8183875351453511
402,0.8190529424425376
403,0.8195228314630663
404,0.8213174419327743
405,0.8219326703871889
406,0.8256623920863664
407,0.8270711630971888
408,0.8277136314948224
409,0.8283838774661333
410,0.8289819017458833
411,0.8298544759796568
412,0.8304740054777375
413,0.8311279433251476
414,0.8316137820492717
415,0.8324863562830452
416,0.8330428038073555
417,0.8337411857726493
418,0.8343250524503315
419,0.8359807750516528
420,0.8374246712524155
421,0.8381216195364872
422,0.8389676706676528
423,0.8397506398250478
424,0.8404056529333745
425,0.8410024227420552
426,0.8416391564148006
427,0.8429771394152838
428,0.8436617221988154
429,0.8442964845598805
430,0.8449652968499693
431,0.8457276568397974
432,0.8463539963236829
433,0.8473179677353625
434,0.847717247955705
435,0.849524403136106
436,0.8504546830390672
437,0.8501543268230466
438,0.8508351461933703
439,0.8519283281251876
440,0.8530776028348179
441,0.8537808234742361
442,0.8548214968312957
443,0.8557666511769358
444,0.8564549973736753
445,0.8570062478035556
446,0.8578320481874595
447,0.8586746943257227
448,0.859437591946009
449,0.8601538949265785
450,0.8605736051043352
451,0.8617429513510743
452,0.8625646299014649
453,0.8631723315294637
454,0.8641248334913668
455,0.8647097754299655
456,0.8657547498306912
457,0.8665662134023746
458,0.8674375331650789
459,0.8675583208080371
460,0.8691378790944367
461,0.8698195945155242
462,0.8705050733498195
463,0.8711428822834815
464,0.8718237016538051
465,0.8729631198050337
466,0.8738738658013445
467,0.8745396315188365
468,0.8753853242296965
469,0.8762826294645505
470,0.8767349558901091
471,0.8772991094509879
472,0.8782374538108233
473,0.8789575202046006
474,0.8802231023033702
475,0.8809920930688502
476,0.8833053377206368
477,0.8841929656072419
478,0.8842834667343842
479,0.8848775483907735
480,0.8861318402499193
481,0.888357271926855
482,0.8892216024936017
483,0.8899751811859447
484,0.8906792978761268
485,0.8915375352976798
486,0.8916889678767593
487,0.8927402146328316
488,0.892982506759359
489,0.8944124245682066
490,0.8949215606121891
491,0.8954228114094502
492,0.896166175123086
493,0.8968073890496504
494,0.89794752404149
495,0.8984921436957184
496,0.899035867299183
497,0.8999398033096889
498,0.9007731305200087
499,0.9017310087864946
500,0.902121507709352
