table_size,sc
425,0.8344963773563671
426,0.8352619631289447
427,0.8362158987720699
428,0.8372348877006459
429,0.838667493661785
430,0.8393486714524141
431,0.8400214263658636
432,0.8419857488502325
433,0.8440217553957041
434,0.8444497092404877
435,0.8456488043725844
436,0.8470317691214097
437,0.8483799671006002
438,0.8499242209869067
439,0.8508473324837578
440,0.852092484625113
441,0.8532181035945793
442,0.8542990992360092
443,0.8554723881061089
444,0.8561969347537052
445,0.8569447787211599
446,0.8577234468348889
447,0.8586761280069447
448,0.8592678799313481
449,0.8601868695946858
450,0.8609632079764289
451,0.8618433090366182
452,0.8626990375160326
453,0.863336488029389
454,0.8642045820093437
455,0.8649226770914408
456,0.8653816342926512
457,0.8663206954930976
458,0.8670181814076277
459,0.8676291088183761
460,0.8683407523349739
461,0.8692152978804277
462,0.8698692357278378
463,0.8706471870009558
464,0.8713692247064134
465,0.8720733413965954
466,0.872950395884188
467,0.8737548702599138
468,0.8744100625783933
469,0.8753396256407435
470,0.8762451745426243
471,0.8770604015275156
472,0.8778582451275896
473,0.8786347627194854
474,0.8794688067704162
475,0.8805087632868648
476,0.881444957124867
477,0.882295130089546
478,0.883166629062403
479,0.8840675185003121
480,0.8847768322849241
481,0.8856598007075576
482,0.8863709065936971
483,0.8873981391892999
484,0.8882085275000667
485,0.8891744702234267
486,0.8901285850767047
487,0.8909346723438054
488,0.8917905800333725
489,0.8924400376269637
490,0.8934282024092655
491,0.8943414573477149
492,0.8952081176464474
493,0.8961206557442858
494,0.8968358834639387
495,0.8977702852004134
496,0.898729059517663
497,0.8996570096886385
498,0.9003625600600426
499,0.9011319092458281
500,0.9019896090369228
