table_size,lru
302,0.7543854964506533
303,0.7550075348908727
304,0.7556286772803282
305,0.7562903211643068
306,0.7569295637791909
307,0.7575756163798797
308,0.7582410236770661
309,0.758887076277755
310,0.7595286486246248
311,0.7601546296882048
312,0.7607951267741581
313,0.7614354446499587
314,0.7620978053745483
315,0.7627481590189032
316,0.7633985126632582
317,0.7640560347137234
318,0.7647209043804517
319,0.7653859532573327
320,0.7660327226986325
321,0.7666855852851261
322,0.7673242902695517
323,0.767943461347327
324,0.768577506867781
325,0.7692031295110555
326,0.7698181787553174
327,0.7704429053478281
328,0.7710498901352159
329,0.7716557996616871
330,0.772272282587171
331,0.7728844644689886
332,0.7735093702716521
333,0.774125136356525
334,0.7747197556433725
335,0.7753253067495383
336,0.7759231518191354
337,0.7765290613456066
338,0.7771288777268841
339,0.7777442853914515
340,0.7783394423087572
341,0.778959688647449
342,0.7795668526449895
343,0.7801905039765837
344,0.7807808222197651
345,0.7813822514924174
346,0.7819895947001106
347,0.7825967586976511
348,0.7831983671804562
349,0.7837972875109699
350,0.7843987167836222
351,0.7850193215426194
352,0.7856221844964938
353,0.7862268395518958
354,0.7868370501220332
355,0.7874598054028635
356,0.7880658941394875
357,0.7887090793777322
358,0.7893343436007011
359,0.789967134650086
360,0.7905902483512218
361,0.7912090610086915
362,0.7918259023544809
363,0.7924273316271332
364,0.7930581513648376
365,0.7936780392832239
366,0.794299540092985
367,0.7949049119889979
368,0.7955217533347874
369,0.7961253331292727
370,0.7967387694821597
371,0.7973384066532845
372,0.7979547103686155
373,0.7985846340555562
374,0.7992077477566921
375,0.7998227970009539
376,0.8004468067528536
377,0.8010801354326966
378,0.8016989480901664
379,0.8023199112694692
380,0.8029243871147184
381,0.8035328055833282
382,0.8041609371687413
383,0.8047965955805702
384,0.8054258024268998
385,0.806044256664064
386,0.8066424601539666
387,0.8072347497088284
388,0.8078517702647705
389,0.808451586646048
390,0.8090501485562561
391,0.8096583878147132
392,0.8102592794569072
393,0.8108908160352227
394,0.8114868690032923
395,0.8121089074435116
396,0.8127203724847183
397,0.8133501169615062
398,0.8139554888575191
399,0.8145682083697952
400,0.8151741178962664
401,0.8157846868867092
402,0.8163963311380688
403,0.8169947138381242
404,0.8176158562275797
405,0.818229830210925
406,0.8188613667892405
407,0.8194803586568629
408,0.8201314291418289
409,0.8207461199657852
410,0.8213902012547937
411,0.8220285478189139
412,0.82266922411502
413,0.8232968180699748
414,0.8239296091193595
415,0.8245446583636213
416,0.825156840245439
417,0.825779953946575
418,0.8263760069146445
419,0.8269975077244056
420,0.8275917685909476
421,0.8282066386250567
422,0.8288252720723737
423,0.8294317192293031
424,0.8300302811395114
425,0.8306372659268991
426,0.8312207741842758
427,0.8318164687320397
428,0.8323954967355974
429,0.8329838436670985
430,0.8335730866493634
431,0.8341686019869746
432,0.8347619668027528
433,0.8353443997992129
434,0.8359449330211015
435,0.8365327423221443
436,0.8371431321024344
437,0.8377320166643937
438,0.8383323706761294
439,0.8389325454777125
440,0.8395237597716576
441,0.8400929312168136
442,0.840695077330077
443,0.8413072592118946
444,0.8418882585271327
445,0.842491121481007
446,0.8431063499354217
447,0.8437170981360173
448,0.8443251581843216
449,0.8449384153270558
450,0.845573894528732
451,0.8462134955639214
452,0.8468466450336117
453,0.8474894718515509
454,0.8481534454675154
455,0.8488141933007303
456,0.849486769004027
457,0.8502315663988849
458,0.8509761845835899
459,0.8517358564211267
460,0.8525182879480635
461,0.8533118305044712
462,0.8541254445979877
463,0.8549802770266384
464,0.8558836754066861
465,0.8568426289340885
466,0.8577897545914089
467,0.8588368795139677
468,0.8599556884976293
469,0.8611072929392455
470,0.8623248467170761
471,0.8635015405800782
472,0.8648434662039222
473,0.8661991910095285
474,0.8675757041928545
475,0.8689970199143698
476,0.8704229950998568
477,0.8718573931625233
478,0.8733575613512518
479,0.8748460808800509
480,0.8764555672619609
481,0.8779462373125932
482,0.8795956875585681
483,0.8810833110366035
484,0.8825053435987298
485,0.8838969104348875
486,0.8852909862131837
487,0.8866278939527505
488,0.8879588877572764
489,0.8892834299963029
490,0.89050725612948
491,0.8917938058161221
492,0.8930534739798507
493,0.8943102747811351
494,0.8954384026927401
495,0.8964634847665098
496,0.8974616853173659
497,0.8984030762497982
498,0.8993708110746856
499,0.9003491192985859
500,0.9012822665639912
